_id,cid,关键词,其他信息,发布时间,弹幕,标题
5d43cc8e51eceec5c3080d33,106742593,元首,"228.37900,5,25,16777215,1564480965,0,3b7f4cdb,19576279820402690",2019-07-30 05:01:01,Dc路转粉+1,当元首得知上气的选角结果之后
5d43cc8e51eceec5c3080d34,106742593,元首,"211.58700,1,25,16777215,1564480927,0,58f371d0,19576259691937794",2019-07-30 05:01:01,够狠,当元首得知上气的选角结果之后
5d43cc8e51eceec5c3080d31,81038378,元首,"0.00000,1,25,16777215,1552555257,0,2471540a,13323774403805184",2019-03-14 17:17:04,乔鲁诺乔巴拿,“元首”在中国走红，德国人会不会心情很复杂？
5d43cc8e51eceec5c3080d35,81038378,元首,"14.26400,1,25,16777215,1552556711,0,a8d0eb98,13324536395071488",2019-03-14 17:17:04,名场面,“元首”在中国走红，德国人会不会心情很复杂？
5d43cc8e51eceec5c3080d36,106742593,元首,"192.64000,1,25,16777215,1564481702,0,ffdcdf8b,19576666162987010",2019-07-30 05:01:01,女主直接让瞎了我的钛合金双眼。,当元首得知上气的选角结果之后
5d43cc8e51eceec5c3080d37,106742593,元首,"152.29700,1,25,16777215,1564481655,0,ffdcdf8b,19576641321697282",2019-07-30 05:01:01,卧槽这么6,当元首得知上气的选角结果之后
5d43cc8e51eceec5c3080d38,81038378,元首,"80.96800,1,25,16646914,1552564428,0,2cd6b98e,13328582278381572",2019-03-14 17:17:04,亵渎原著？我先来，戏说不是胡说，改变不是乱编！,“元首”在中国走红，德国人会不会心情很复杂？
5d43cc8e51eceec5c3080d39,106742593,元首,"231.32800,1,25,16777215,1564481750,0,ffdcdf8b,19576691227099136",2019-07-30 05:01:01,什么是dc？,当元首得知上气的选角结果之后
5d43cc8e51eceec5c3080d3a,81038378,元首,"84.74400,1,25,16777215,1552572832,0,ace48a55,13332988506931268",2019-03-14 17:17:04,开花,“元首”在中国走红，德国人会不会心情很复杂？
5d43cc8e51eceec5c3080d3b,106742593,元首,"144.30400,1,25,16777215,1564483938,0,7affe1a3,19577838361378816",2019-07-30 05:01:01,斯大林：这种有害垃圾别给我,当元首得知上气的选角结果之后
5d43cc8e51eceec5c3080d3c,106742593,元首,"170.30300,1,25,16777215,1564484236,0,3447961f,19577994805772288",2019-07-30 05:01:01,哈哈哈哈哈,当元首得知上气的选角结果之后
5d43cc8e51eceec5c3080d3d,81038378,元首,"74.90300,1,25,16777215,1552585669,0,f943e09d,13339719073005572",2019-03-14 17:17:04,很好,“元首”在中国走红，德国人会不会心情很复杂？
5d43cc8e51eceec5c3080d3e,81038378,元首,"89.91900,1,25,16777215,1552647563,0,bddc8158,13372168937144324",2019-03-14 17:17:04,开花,“元首”在中国走红，德国人会不会心情很复杂？
5d43cc8e51eceec5c3080d3f,81038378,元首,"88.20300,1,25,16777215,1552663953,0,c108e61d,13380762309492736",2019-03-14 17:17:04,反了他……哈哈哈哈,“元首”在中国走红，德国人会不会心情很复杂？
5d43cc8e51eceec5c3080d40,81038378,元首,"9.52000,1,25,16777215,1552700409,0,bd7176b8,13399875834085380",2019-03-14 17:17:04,致哀,“元首”在中国走红，德国人会不会心情很复杂？
5d43cc8e51eceec5c3080d41,106742593,元首,"43.13200,1,25,16777215,1564484703,0,be03368a,19578239528206340",2019-07-30 05:01:01,神之颤抖,当元首得知上气的选角结果之后
5d43cc8e51eceec5c3080d42,81038378,元首,"7.42900,1,25,16777215,1552743731,0,efd00b57,13422588742074372",2019-03-14 17:17:04,不是2月16日吗？,“元首”在中国走红，德国人会不会心情很复杂？
5d43cc8e51eceec5c3080d43,106742593,元首,"66.55700,1,25,16777215,1564484745,0,be03368a,19578261824602114",2019-07-30 05:01:01,德国著名电影《我们仨》,当元首得知上气的选角结果之后
5d43cc8e51eceec5c3080d44,81038378,元首,"81.70000,1,25,16777215,1552789397,0,ea1b60a8,13446531188260864",2019-03-14 17:17:04,亵渎,“元首”在中国走红，德国人会不会心情很复杂？
5d43cc8e51eceec5c3080d45,106742593,元首,"149.84700,5,25,16777215,1564484911,0,b8c8c7e3,19578348713279490",2019-07-30 05:01:01,斯大林：额这种垃圾我才不吃,当元首得知上气的选角结果之后
5d43cc8e51eceec5c3080d46,106742593,元首,"230.67700,1,25,16777215,1564487442,0,b78110da,19579675773239296",2019-07-30 05:01:01,哈哈哈,当元首得知上气的选角结果之后
5d43cc8e51eceec5c3080d47,81038378,元首,"88.74000,1,25,16777215,1552789409,0,ea1b60a8,13446537168814082",2019-03-14 17:17:04,开花,“元首”在中国走红，德国人会不会心情很复杂？
5d43cc8e51eceec5c3080d48,81038378,元首,"3.81000,1,25,16777215,1552815514,0,12f42428,13460223822397442",2019-03-14 17:17:04,他不是瑞士演员吗，管的国人什么事,“元首”在中国走红，德国人会不会心情很复杂？
5d43cc8e51eceec5c3080d49,106742593,元首,"8.03800,1,25,16777215,1564488648,0,8b51b4ec,19580308136394754",2019-07-30 05:01:01,来了,当元首得知上气的选角结果之后
5d43cc8e51eceec5c3080d4a,81038378,元首,"83.12000,1,25,16777215,1552820467,0,ad49c78c,13462820547461124",2019-03-14 17:17:04,直接开花,“元首”在中国走红，德国人会不会心情很复杂？
5d43cc8e51eceec5c3080d4b,106742593,元首,"72.58900,1,25,16777215,1564488713,0,8b51b4ec,19580341960835076",2019-07-30 05:01:01,电影我们仨,当元首得知上气的选角结果之后
5d43cc8e51eceec5c3080d4c,81038378,元首,"26.08100,1,25,16777215,1552830975,0,f4ed63a9,13468329622634498",2019-03-14 17:17:04,再也不可能到河北省来了,“元首”在中国走红，德国人会不会心情很复杂？
5d43cc8e51eceec5c3080d4d,106742593,元首,"226.53800,1,25,16777215,1564494456,0,5f67bada,19583352830951428",2019-07-30 05:01:01,dc黑转粉,当元首得知上气的选角结果之后
5d43cc8e51eceec5c3080d4e,81038378,元首,"89.24100,1,25,16777215,1552990555,0,fba359ac,13551995802091520",2019-03-14 17:17:04,就是注入灵魂,“元首”在中国走红，德国人会不会心情很复杂？
5d43cc8e51eceec5c3080d4f,106742593,元首,"229.25000,1,25,41194,1564496642,0,8989671,19584498870517764",2019-07-30 05:01:01,漫威要是拍林烈的话多好,当元首得知上气的选角结果之后
5d43cc8e51eceec5c3080d50,81038378,元首,"73.12000,1,25,16777215,1552998736,0,fa084e0b,13556284730114050",2019-03-14 17:17:04,龅牙哥,“元首”在中国走红，德国人会不会心情很复杂？
5d43cc8e51eceec5c3080d51,106742593,元首,"221.13800,1,25,41194,1564496598,0,8989671,19584476156788736",2019-07-30 05:01:01,不火没道理啊,当元首得知上气的选角结果之后
5d43cc8e51eceec5c3080d52,81038378,元首,"72.88600,1,25,16777215,1553000089,0,a54bffb6,13556994382233600",2019-03-14 17:17:04,牙套哥，奈何没色,“元首”在中国走红，德国人会不会心情很复杂？
5d43cc8e51eceec5c3080d53,106742593,元首,"174.31900,4,25,16777215,1564497214,0,70baeb75,19584798975066114",2019-07-30 05:01:01,还顺手黑一黑cxk哈哈哈哈,当元首得知上气的选角结果之后
5d43cc8e51eceec5c3080d54,81038378,元首,"28.14100,1,25,16777215,1553009786,0,5901e3fb,13562078502584324",2019-03-14 17:17:04,布鲁诺甘次去世了好么，为什么要拍这样的视频,“元首”在中国走红，德国人会不会心情很复杂？
5d43cc8e51eceec5c3080d55,106742593,元首,"238.13900,4,25,16777215,1564497285,0,70baeb75,19584836222058498",2019-07-30 05:01:01,dc是啥,当元首得知上气的选角结果之后
5d43cc8e51eceec5c3080d57,81038378,元首,"88.94200,1,25,16777215,1553045709,0,b26c81d8,13580912035889152",2019-03-14 17:17:04,开花,“元首”在中国走红，德国人会不会心情很复杂？
5d43cc8e51eceec5c3080d58,106742593,元首,"147.56000,1,25,16777215,1564498183,0,5aa2467f,19585306894794756",2019-07-30 05:01:01,再来亿遍,当元首得知上气的选角结果之后
5d43cc8e51eceec5c3080d59,81038378,元首,"32.40100,1,25,16777215,1553047135,0,226a19a9,13581659774910468",2019-03-14 17:17:04,欢笑？,“元首”在中国走红，德国人会不会心情很复杂？
5d43cc8f51eceec5c3080d5a,106742593,元首,"162.39500,1,25,16777215,1564498601,0,8421c17a,19585525914533888",2019-07-30 05:01:01,配音怎么配的？,当元首得知上气的选角结果之后
5d43cc8f51eceec5c3080d5b,81038378,元首,"21.22000,1,25,16777215,1553049435,0,ef68b2bc,13582865659330562",2019-03-14 17:17:04,诶,“元首”在中国走红，德国人会不会心情很复杂？
5d43cc8f51eceec5c3080d5c,106742593,元首,"174.62200,1,25,16777215,1564498621,0,8421c17a,19585536702283778",2019-07-30 05:01:01,配音怎么配的啊？,当元首得知上气的选角结果之后
5d43cc8f51eceec5c3080d5d,81038378,元首,"81.46800,1,25,16777215,1553056562,0,e32590f6,13586602609082368",2019-03-14 17:17:04,开花,“元首”在中国走红，德国人会不会心情很复杂？
5d43cc8f51eceec5c3080d5e,81038378,元首,"88.16100,1,25,16777215,1553056705,0,f6ff7e08,13586677158641666",2019-03-14 17:17:04,谢罪谢罪谢罪，是非颠倒人物角色不分,“元首”在中国走红，德国人会不会心情很复杂？
5d43cc8f51eceec5c3080d5f,106742593,元首,"229.87200,1,25,16777215,1564498702,0,8421c17a,19585578939973632",2019-07-30 05:01:01,漫威堕落，DC崛起！,当元首得知上气的选角结果之后
5d43cc8f51eceec5c3080d60,106742593,元首,"147.47600,5,25,15138834,1564516623,0,280a0839,19594974814273538",2019-07-30 05:01:01,喂斯坦李！,当元首得知上气的选角结果之后
5d43cc8f51eceec5c3080d61,81038378,元首,"88.16100,1,25,16777215,1553056728,0,f6ff7e08,13586689408106500",2019-03-14 17:17:04,我是笑不出来，都流到肚子里了,“元首”在中国走红，德国人会不会心情很复杂？
5d43cc8e51eceec5c3080d56,95944891,元首,"113.26800,1,25,16777215,1560505945,0,3d51bbf8,17492224559284224",2019-06-07 21:27:21  最高全站日排行90,一本现在也不咋地,【愤怒的元首】当元首考完今年的高考数学
5d43cc8f51eceec5c3080d62,106742593,元首,"68.38400,1,25,16777215,1564553010,0,c357b9a6,19614052178198528",2019-07-30 05:01:01,《我们三》,当元首得知上气的选角结果之后
5d43cc8f51eceec5c3080d63,95944891,元首,"136.44300,1,25,16777215,1560505968,0,3d51bbf8,17492236728532992",2019-06-07 21:27:21  最高全站日排行90,葛军喂斯大林,【愤怒的元首】当元首考完今年的高考数学
5d43cc8f51eceec5c3080d64,81038378,元首,"23.71200,1,25,16777215,1553056869,0,eac71c21,13586763286577218",2019-03-14 17:17:04,有病啊,“元首”在中国走红，德国人会不会心情很复杂？
5d43cc8f51eceec5c3080d65,95944891,元首,"252.27000,1,25,52480,1560509561,0,f0269b55,17494120153481216",2019-06-07 21:27:21  最高全站日排行90,嫂夫人呢,【愤怒的元首】当元首考完今年的高考数学
5d43cc8f51eceec5c3080d66,81038378,元首,"6.87800,5,25,16777215,1553057156,0,9236519b,13586913740980228",2019-03-14 17:17:04,R.I.P,“元首”在中国走红，德国人会不会心情很复杂？
5d43cc8f51eceec5c3080d68,81038378,元首,"56.45800,5,25,16777215,1553057224,0,9236519b,13586949329649668",2019-03-14 17:17:04,德国人说德语还流利吗,“元首”在中国走红，德国人会不会心情很复杂？
5d43cc8f51eceec5c3080d69,95944891,元首,"6.68700,1,25,16777215,1560509848,0,687c9680,17494270637768704",2019-06-07 21:27:21  最高全站日排行90,哈哈哈哈,【愤怒的元首】当元首考完今年的高考数学
5d43cc8f51eceec5c3080d6a,106742593,元首,"68.98800,1,25,16777215,1564559297,0,c948cd80,19617348434526212",2019-07-30 05:01:01,后面那俩人是干啥的？,当元首得知上气的选角结果之后
5d43cc8f51eceec5c3080d6b,95944891,元首,"129.64000,1,25,16777215,1560509936,0,816836b1,17494317142114308",2019-06-07 21:27:21  最高全站日排行90,内容无比真实,【愤怒的元首】当元首考完今年的高考数学
5d43cc8f51eceec5c3080d6c,81038378,元首,"66.21800,1,25,16777215,1553057492,0,9413ecad,13587089916428290",2019-03-14 17:17:04,这个小哥的讲解挺通俗易懂的,“元首”在中国走红，德国人会不会心情很复杂？
5d43cc8f51eceec5c3080d6d,106742593,元首,"18.70800,1,25,16777215,1564563518,0,8fa4ad8b,19619561455747076",2019-07-30 05:01:01,万能的俄语,当元首得知上气的选角结果之后
5d43cc8f51eceec5c3080d6e,81038378,元首,"20.84100,1,25,16777215,1553058147,0,e1f3a345,13587433273163776",2019-03-14 17:17:04,这是中国网友带给你们的欢笑，跟他本人并没有关系吧,“元首”在中国走红，德国人会不会心情很复杂？
5d43cc8f51eceec5c3080d6f,95944891,元首,"29.72100,4,25,41194,1560510627,0,db5f788b,17494679150395394",2019-06-07 21:27:21  最高全站日排行90,。,【愤怒的元首】当元首考完今年的高考数学
5d43cc8f51eceec5c3080d70,81038378,元首,"33.07100,1,25,16777215,1553058828,0,91862e51,13587790688157700",2019-03-14 17:17:04,这个手加戏了,“元首”在中国走红，德国人会不会心情很复杂？
5d43cc8f51eceec5c3080d71,95944891,元首,"103.07900,1,25,16777215,1560512178,0,5be0d17c,17495492305879042",2019-06-07 21:27:21  最高全站日排行90,宿迁学院,【愤怒的元首】当元首考完今年的高考数学
5d43cc8f51eceec5c3080d72,95944891,元首,"228.81600,1,25,16777215,1560512184,0,45ad2c8c,17495495635632132",2019-06-07 21:27:21  最高全站日排行90,真实,【愤怒的元首】当元首考完今年的高考数学
5d43cc8f51eceec5c3080d73,106742593,元首,"43.72400,1,25,16777215,1564563808,0,f9fdd4bb,19619713626144772",2019-07-30 05:01:01,弹幕呢,当元首得知上气的选角结果之后
5d43cc8f51eceec5c3080d74,81038378,元首,"25.87000,1,25,16777215,1553059397,0,a4000314,13588088534597634",2019-03-14 17:17:04,他是河北人,“元首”在中国走红，德国人会不会心情很复杂？
5d43cc8f51eceec5c3080d75,95944891,元首,"124.02300,1,25,16777215,1560512204,0,5be0d17c,17495505947328516",2019-06-07 21:27:21  最高全站日排行90,宿迁学院,【愤怒的元首】当元首考完今年的高考数学
5d43cc8f51eceec5c3080d76,106742593,元首,"3.64100,1,25,16777215,1564564768,0,81f6b478,19620216478629888",2019-07-30 05:01:01,再来亿遍,当元首得知上气的选角结果之后
5d43cc8f51eceec5c3080d67,550781,元首,"27.48200,1,25,16777215,1474520483,0,b218f5d,2431850749",2012-09-15 01:04:12  最高全站日排行6,233333333,【元首Rap】元首Style
5d43cc8f51eceec5c3080d77,81038378,元首,"42.22500,1,25,16777215,1553067400,0,66f34e93,13592284697198592",2019-03-14 17:17:04,只要演的好就会得到欣赏和尊重,“元首”在中国走红，德国人会不会心情很复杂？
5d43cc8f51eceec5c3080d78,95944891,元首,"182.17800,1,25,16777215,1560513595,0,71c09e17,17496235320541250",2019-06-07 21:27:21  最高全站日排行90,175，选c,【愤怒的元首】当元首考完今年的高考数学
5d43cc8f51eceec5c3080d79,95944891,元首,"268.91800,1,25,16777215,1560513703,0,71c09e17,17496291693559810",2019-06-07 21:27:21  最高全站日排行90,给我吧，我高二的理科,【愤怒的元首】当元首考完今年的高考数学
5d43cc8f51eceec5c3080d7a,550781,元首,"36.21100,1,25,16777215,1474866087,0,70a67fc8,2445636909",2012-09-15 01:04:12  最高全站日排行6,有几把插,【元首Rap】元首Style
5d43cc8f51eceec5c3080d7b,550781,元首,"48.30900,1,25,16777215,1474866087,0,70a67fc8,2445637389",2012-09-15 01:04:12  最高全站日排行6,高比例,【元首Rap】元首Style
5d43cc8f51eceec5c3080d7c,81038378,元首,"82.77300,1,25,16777215,1553069995,0,5b9c2d3a,13593645075660800",2019-03-14 17:17:04,开花警告,“元首”在中国走红，德国人会不会心情很复杂？
5d43cc8f51eceec5c3080d7d,95944891,元首,"274.33800,1,25,16777215,1560513728,0,71c09e17,17496304992649218",2019-06-07 21:27:21  最高全站日排行90,给我，我河南的,【愤怒的元首】当元首考完今年的高考数学
5d43cc8f51eceec5c3080d7e,95944891,元首,"194.79500,1,25,16777215,1560515900,0,6f9b1cde,17497443565305858",2019-06-07 21:27:21  最高全站日排行90,我一个河北初三也来凑凑热闹,【愤怒的元首】当元首考完今年的高考数学
5d43cc8f51eceec5c3080d7f,550781,元首,"65.05800,1,25,16777215,1474866087,0,70a67fc8,2445638071",2012-09-15 01:04:12  最高全站日排行6,蛋蛋蛋蛋,【元首Rap】元首Style
5d43cc8f51eceec5c3080d80,550781,元首,"82.03400,1,25,16711680,1475233666,0,a99cc954,2468727501",2012-09-15 01:04:12  最高全站日排行6,2016.9.30 明日国庆节,【元首Rap】元首Style
5d43cc8f51eceec5c3080d81,95944891,元首,"58.52000,1,25,16777215,1560516509,0,c3a4c8d2,17497763115171844",2019-06-07 21:27:21  最高全站日排行90,大专见,【愤怒的元首】当元首考完今年的高考数学
5d43cc8f51eceec5c3080d82,106742593,元首,"125.55200,1,25,16777215,1564565029,0,513665dc,19620353376518144",2019-07-30 05:01:01,难道我铠甲勇士不是英雄吗,当元首得知上气的选角结果之后
5d43cc8f51eceec5c3080d83,81038378,元首,"56.55900,1,25,16777215,1553070304,0,f6fbc30c,13593807036612612",2019-03-14 17:17:04,这个恶搞不是只有中国恶搞，连演员的小孩都在恶搞。,“元首”在中国走红，德国人会不会心情很复杂？
5d43cc8f51eceec5c3080d84,106742593,元首,"184.92400,1,25,16777215,1564569036,0,50a10f48,19622454531981314",2019-07-30 05:01:01,七万个嫂夫人是什么鬼,当元首得知上气的选角结果之后
5d43cc8f51eceec5c3080d85,81038378,元首,"76.88500,1,25,16777215,1553077238,0,9f11f40e,13597442369912834",2019-03-14 17:17:04,奈何没有美色,“元首”在中国走红，德国人会不会心情很复杂？
5d43cc8f51eceec5c3080d86,95944891,元首,"85.87000,1,25,16777215,1560517420,0,f3bedc5,17498240938147842",2019-06-07 21:27:21  最高全站日排行90,海南大学,【愤怒的元首】当元首考完今年的高考数学
5d43cc8f51eceec5c3080d87,95944891,元首,"39.52100,1,25,16777215,1560518644,0,2643b932,17498882453798912",2019-06-07 21:27:21  最高全站日排行90,万能德语,【愤怒的元首】当元首考完今年的高考数学
5d43cc8f51eceec5c3080d88,95944891,元首,"107.90200,1,25,16777215,1560520796,0,9e319282,17500010781343744",2019-06-07 21:27:21  最高全站日排行90,又是我们仨,【愤怒的元首】当元首考完今年的高考数学
5d43cc8f51eceec5c3080d89,81038378,元首,"80.84000,1,25,16777215,1553079384,0,302f74bc,13598567753580546",2019-03-14 17:17:04,改编不是乱编,“元首”在中国走红，德国人会不会心情很复杂？
5d43cc8f51eceec5c3080d8b,106742593,元首,"233.96400,1,25,16777215,1564570501,0,e3eb0651,19623222298279936",2019-07-30 05:01:01,什么是dc的不可能是美漫粉。。。,当元首得知上气的选角结果之后
5d43cc8f51eceec5c3080d8c,95944891,元首,"19.05800,1,25,16777215,1560520945,0,fac98860,17500088935907330",2019-06-07 21:27:21  最高全站日排行90,发条弹幕吧！,【愤怒的元首】当元首考完今年的高考数学
5d43cc8f51eceec5c3080d8d,81038378,元首,"14.24300,1,25,16777215,1553080230,0,31d74561,13599010991898626",2019-03-14 17:17:04,北工大,“元首”在中国走红，德国人会不会心情很复杂？
5d43cc8f51eceec5c3080d8e,95944891,元首,"191.55000,1,25,16777215,1560520983,0,a650a270,17500108518064130",2019-06-07 21:27:21  最高全站日排行90,初一的我路过,【愤怒的元首】当元首考完今年的高考数学
5d43cc8f51eceec5c3080d8a,107444099,元首,"334.81400,1,25,16777215,1564679425,0,e5aadd28,19680329910976512",2019-08-02 00:59:44,人行道上不是很宽敞吗,元首玩极品飞车16
5d43cc8f51eceec5c3080d8f,106742593,元首,"225.17600,1,25,16777215,1564578264,0,9e4390e8,19627292380102656",2019-07-30 05:01:01,DC走起走起！,当元首得知上气的选角结果之后
5d43cc8f51eceec5c3080d90,95944891,元首,"104.58100,1,25,16777215,1560521371,0,69a3f7bb,17500312029888512",2019-06-07 21:27:21  最高全站日排行90,著名电影《又是我们仨》,【愤怒的元首】当元首考完今年的高考数学
5d43cc8f51eceec5c3080d91,550781,元首,"93.26000,1,25,16777215,1475334663,0,596d15cf,2480175297",2012-09-15 01:04:12  最高全站日排行6,国庆节快乐,【元首Rap】元首Style
5d43cc8f51eceec5c3080d92,106742593,元首,"145.34500,1,25,16777215,1564581550,0,e26b848,19629015472537604",2019-07-30 05:01:01,大林饱了,当元首得知上气的选角结果之后
5d43cc8f51eceec5c3080d93,81038378,元首,"87.79300,1,25,16777215,1553092390,0,26fc08fa,13605386822090754",2019-03-14 17:17:04,开花,“元首”在中国走红，德国人会不会心情很复杂？
5d43cc8f51eceec5c3080d94,107444099,元首,"15.97500,1,25,41194,1564681961,0,c5b60bf8,19681659397341184",2019-08-02 00:59:44,看我刷到了什么,元首玩极品飞车16
5d43cc8f51eceec5c3080d95,106742593,元首,"202.57700,1,25,16777215,1564581680,0,104563eb,19629083340570628",2019-07-30 05:01:01,目测会火,当元首得知上气的选角结果之后
5d43cc8f51eceec5c3080d96,81038378,元首,"81.61400,1,25,16777215,1553092603,0,489611a0,13605498490191872",2019-03-14 17:17:04,谢罪,“元首”在中国走红，德国人会不会心情很复杂？
5d43cc8f51eceec5c3080d97,107444099,元首,"22.87700,1,25,16777215,1564683469,0,6e81695f,19682450296274946",2019-08-02 00:59:44,万能德语,元首玩极品飞车16
5d43cc8f51eceec5c3080d98,106742593,元首,"187.30800,1,25,16777215,1564581702,0,e26b848,19629094958792704",2019-07-30 05:01:01,我会的！,当元首得知上气的选角结果之后
5d43cc8f51eceec5c3080d99,95944891,元首,"185.63600,1,25,16777215,1560522170,0,f0554f30,17500731283603456",2019-06-07 21:27:21  最高全站日排行90,斯大林同志开饭了,【愤怒的元首】当元首考完今年的高考数学
5d43cc8f51eceec5c3080d9a,106742593,元首,"8.54900,1,25,15138834,1564634452,0,7046b825,19656751439675394",2019-07-30 05:01:01,万能地图,当元首得知上气的选角结果之后
5d43cc8f51eceec5c3080d9b,81038378,元首,"27.76700,1,25,16777215,1553093277,0,b3466ba1,13605851730804738",2019-03-14 17:17:04,别的不了解，但演技是真的好，值得尊敬。,“元首”在中国走红，德国人会不会心情很复杂？
5d43cc8f51eceec5c3080d9c,107444099,元首,"93.77800,1,25,16777215,1564684435,0,909afc27,19682956836601858",2019-08-02 00:59:44,右倾机会主义,元首玩极品飞车16
5d43cc8f51eceec5c3080d9d,106742593,元首,"171.87200,1,25,15138834,1564634626,0,7046b825,19656842187636736",2019-07-30 05:01:01,这不是配音，是空耳,当元首得知上气的选角结果之后
5d43cc8f51eceec5c3080d9e,81038378,元首,"76.52100,1,25,16777215,1553095832,0,44aaf884,13607191350607872",2019-03-14 17:17:04,就是恶搞,“元首”在中国走红，德国人会不会心情很复杂？
5d43cc8f51eceec5c3080d9f,106742593,元首,"178.32100,1,25,15138834,1564634664,0,7046b825,19656862501699586",2019-07-30 05:01:01,原本就是这样的,当元首得知上气的选角结果之后
5d43cc8f51eceec5c3080da0,81038378,元首,"24.92000,1,25,16777215,1553097446,0,2ff91da6,13608037333336064",2019-03-14 17:17:04,河北欢迎您来吃个驴火,“元首”在中国走红，德国人会不会心情很复杂？
5d43cc9051eceec5c3080da1,95944891,元首,"233.72800,1,25,16777215,1560522431,0,d091c1a4,17500867915677696",2019-06-07 21:27:21  最高全站日排行90,山东蓝翔欢迎您,【愤怒的元首】当元首考完今年的高考数学
5d43cc9051eceec5c3080da2,95944891,元首,"250.70100,1,25,16777215,1560526044,0,21b938ce,17502762182901764",2019-06-07 21:27:21  最高全站日排行90,心疼高考生,【愤怒的元首】当元首考完今年的高考数学
5d43cc9051eceec5c3080da3,550781,元首,"86.76800,1,25,16777215,1475560935,0,cbfbf4cf,2499385845",2012-09-15 01:04:12  最高全站日排行6,哈哈哈啊哈哈哈哈,【元首Rap】元首Style
5d43cc9051eceec5c3080da4,107444099,元首,"24.44600,1,25,16777215,1564697057,0,5f6354ac,19689574329483264",2019-08-02 00:59:44,五小时前开心,元首玩极品飞车16
5d43cc9051eceec5c3080da5,106742593,元首,"223.04700,1,25,16777215,1564636341,0,ac3f014c,19657741774618626",2019-07-30 05:01:01,哈哈哈,当元首得知上气的选角结果之后
5d43cc9051eceec5c3080da6,107444099,元首,"31.57700,1,25,16777215,1564704494,0,8a6e5708,19693473583595522",2019-08-02 00:59:44,万能德國語,元首玩极品飞车16
5d43cc9051eceec5c3080da7,106742593,元首,"208.72500,1,25,16777215,1564667569,0,41c4c19a,19674114280652802",2019-07-30 05:01:01,好好,当元首得知上气的选角结果之后
5d43cc9051eceec5c3080da8,107444099,元首,"110.80000,5,25,15138834,1564709706,0,eb549e14,19696205792542720",2019-08-02 00:59:44,错字受,元首玩极品飞车16
5d43cc9051eceec5c3080da9,550781,元首,"94.05200,5,25,6749952,1475733778,0,dbb8ff6a,2511600623",2012-09-15 01:04:12  最高全站日排行6,哲♂学,【元首Rap】元首Style
