_id,城市,排名,攻略提到数量,景点名称,点评数量,简介,纬度,经度,英文名,评分,驴友到达比例
5d43cd2b51eceec5c3084c49,南京,16.0,371,玄武湖,4181,中国最大皇家园林湖泊，坐船或漫步五洲赏湖，看春夏秋时令花卉。,32.079619,118.803872,,88,0.43
5d43cd2b51eceec5c3084c4a,南京,7.0,19,江宁爱情隧道,139,铁路两旁繁茂浓密的树林，犹如一条绿色隧道，十分浪漫。,31.835124,118.800963,,70,0.0
5d43cd2b51eceec5c3084c4b,南京,9.0,138,乌衣巷,509,中国名巷之一，刘禹锡著名诗词“乌衣巷口夕阳斜”说的正是这里。,32.023892,118.79868,WuyiLane,80,0.21
5d43cd2b51eceec5c3084c4c,南京,6.0,20,南京云锦博物馆,214,中国唯一的云锦专业博物馆，欣赏千年手工织造历史的南京云锦。,32.041529,118.751295,NanjingBrocadeMuseumofChina,70,0.01
5d43cd2b51eceec5c3084c4d,南京,40.0,12,甘家大院,132,俗称“九十九间半”，是中国最大的私人民宅。,32.032443,118.788467,Ganfamilycourtyard,90,0.01
5d43cd2b51eceec5c3084c4e,南京,41.0,40,东南大学,161,整体欧洲文艺复兴式建筑风格。,32.061915,118.799899,SoutheastUniversity,90,0.01
5d43cd2b51eceec5c3084c4f,南京,42.0,58,栖霞山,807,赏栖霞寺精美的舍利塔与千佛岩石窟佛像，秋季拍摄漫山红叶。,32.163868,118.976369,QixiaMountain,92,0.03
5d43cd2b51eceec5c3084c50,南京,55.0,32,颐和路公馆区,155,中国城市别墅区的经典之作，吸纳了各国的特色建筑。,32.069482,118.776239,TheYiheMansions,84,0.01
5d43cd2b51eceec5c3084c51,南京,1.0,19,秦淮河画舫,569,泛舟秦淮，饱览沿岸景点景致，聆听金陵轶闻趣事。,32.026184,118.795961,,86,0.0
5d43cd2b51eceec5c3084c52,南京,,0,水魔方,0,,32.1449510702,119.0113525291,,0,0.0
5d43cd2b51eceec5c3084c53,南京,68.0,19,夫子庙大成殿,300,南京夫子庙的主殿，殿内正中悬挂一幅中国最大的孔子画像。,32.026848,118.79529,,86,0.03
5d43cd2b51eceec5c3084c54,南京,28.0,7,红山森林动物园,973,以独特的森林景观、丰富的动物资源成为国内最具特色的动物园之一。,32.098095,118.808139,HongshanForestZoo,88,0.0
5d43cd2b51eceec5c3084c55,南京,764.0,0,达摩古洞,9,展现了丰富的人物形态及其经历磨难并最终修成大德的传奇一生。,32.136662,118.799635,,60,0.0
5d43cd2b51eceec5c3084c56,南京,232.0,12,南京台城,184,南京城墙精华段，站在城墙上欣赏秀丽的玄武湖和繁华城景。,32.068989,118.80282,"Taicheng,Nanjing",90,0.02
5d43cd2b51eceec5c3084c57,南京,340.0,0,竺可桢旧居,1,,32.0698506754,118.772330467,,0,0.0
5d43cd2b51eceec5c3084c58,南京,248.0,1,东方艺术院,16,,32.024559021,118.7944062369,,0,0.0
5d43cd2b51eceec5c3084c59,南京,,0,聚宝山梦幻森林水世界,0,,32.1019,118.886,,0,0.0
5d43cd2b51eceec5c3084c5a,南京,159.0,3,江苏省美术馆,155,采用乱纹罗马洞石作为外墙的现代美术馆，与周围建筑大环境相融合。,32.047866,118.805303,JiangsuProvinceArtMuseum,0,0.0
5d43cd2b51eceec5c3084c5b,南京,3.0,1,古猿人洞,94,,32.062852,119.052029,,54,0.0
5d43cd2b51eceec5c3084c5c,南京,,0,不老村,5,,32.120868,118.589552,,0,0.0
5d43cd2b51eceec5c3084c5d,南京,,0,游乐场,0,,32.0347,118.85,,0,0.0
5d43cd2b51eceec5c3084c5e,南京,112.0,0,老门东牌坊,0,南京夫子庙秦淮风光带的主要组成部分，历史上商业及居住最发达地区之一。,32.019039,118.794383,OldGateEastArchway,0,0.0
5d43cd2b51eceec5c3084c60,南京,99.0,0,雅乐宫,0,雅乐宫，演奏古代宫廷雅乐。,32.027408,118.794896,YalePalace,60,0.0
5d43cd2b51eceec5c3084c5f,南京,642.0,1,展览集会区,0,该区分为史料陈列厅和集会广场。史料陈列陈列展示基本陈列和专题陈列。集会广场上有主题雕塑—冤魂呐喊、标志碑、灾难之墙、和平大钟，每年的12月13日，人们都会在这里集会，公祭遇难同胞，撞响和平大钟，发表和平宣言。,32.041009,118.751892,,0,0.0
5d43cd2b51eceec5c3084c61,南京,388.0,0,民国印象馆,16,,32.030708313,118.7873919579,,0,0.0
5d43cd2b51eceec5c3084c64,南京,67.0,0,江苏科技馆,75,,32.071246,118.756792,,0,0.0
5d43cd2b51eceec5c3084c65,南京,610.0,0,荷花园,0,荷花园位于樱洲南端，于1992年建成。收集品种荷花170余种。园内建有水池、片石路、木栈道等，供游客观赏休憩,32.077444,118.799888,,0,0.0
5d43cd2b51eceec5c3084c66,南京,202.0,0,防空洞,0,1932年“一二八”淞沪战争爆发后，日军飞机经常袭扰南京。当时国民政府并无任何防控措施。1934年在建造国民政府办公楼时候，加建了这座防空洞。该建筑主体结构为两层，全部由钢骨水泥浇制。,32.051411,118.804724,,0,0.0
5d43cd2b51eceec5c3084c67,南京,184.0,0,孔子学府,0,,32.027648,118.794767,,70,0.0
5d43cd2b51eceec5c3084c62,南京,,0,儿童乐园,0,,32.0516,118.796,,0,0.0
5d43cd2b51eceec5c3084c68,南京,1026.0,0,侵华日军大屠杀中山码头遇难同胞纪念碑,0,,32.097854012,118.7418109345,,0,0.0
5d43cd2b51eceec5c3084c69,南京,771.0,0,紫金大戏院,32,,32.040456,118.796587,,90,0.0
5d43cd2b51eceec5c3084c6a,南京,238.0,6,午朝门公园,52,纪念性的遗址公园，漫步于此，能感受到扑面而来的历史气息。,32.0447006226,118.8241602343,,86,0.0
5d43cd2b51eceec5c3084c6b,南京,241.0,56,南京无梁殿,5,历史悠久，气势宏伟，建筑结构独特，纪念意义丰富。,32.057907,118.872846,,70,0.0
5d43cd2b51eceec5c3084c6d,南京,846.0,0,南京地质博物馆,91,探访各种古化石，深入了解地质的变迁、生物的进化。,32.050984,118.813688,,0,0.0
5d43cd2b51eceec5c3084c6e,南京,133.0,1,胭脂河,33,,31.6484241486,118.9906522634,,86,0.0
5d43cd2c51eceec5c3084c6f,南京,280.0,6,白马公园,41,,32.067228,118.823117,,60,0.0
5d43cd2c51eceec5c3084c70,南京,294.0,16,王导谢安纪念馆,111,,32.0248756409,118.7958643041,,80,0.0
5d43cd2c51eceec5c3084c71,南京,161.0,0,小桃园公园,37,,32.091999054,118.7531772808,,100,0.0
5d43cd2c51eceec5c3084c72,南京,,0,儿童主题亲子乐园,0,,31.9502,118.829,,0,0.0
5d43cd2c51eceec5c3084c73,南京,33.0,3,千佛岩,83,千佛岩中“大佛阁”为开凿时间最早、规模最大的一座石窟。,32.157491,118.9667,,100,0.0
5d43cd2c51eceec5c3084c74,南京,275.0,1,植物博览园,226,,32.055787,118.839193,,74,0.0
5d43cd2c51eceec5c3084c75,南京,308.0,0,谷里薰衣草庄园,11,,31.855407,118.736939,,0,0.0
5d43cd2c51eceec5c3084c76,南京,680.0,2,总统府办公楼,5,中国政治军事的中枢、重大事件的策源地。,32.051357,118.804402,OfficeBuildingofPresidentialPalace,76,0.0
5d43cd2c51eceec5c3084c77,南京,510.0,1,雨花台烈士陵园,128,,32.009955,118.785533,,0,0.0
5d43cd2c51eceec5c3084c78,南京,252.0,3,静海寺,96,《南京条约》“议约”地，是中国近代遭受外国列强侵略的历史见证人。,32.097951,118.751233,JinghaiTemple,80,0.0
5d43cd2c51eceec5c3084c79,南京,513.0,0,江宁博物馆,43,,31.9537296295,118.8497572072,,0,0.0
5d43cd2c51eceec5c3084c7a,南京,119.0,0,南师大仙林室外水上游乐场,1,,32.1063313773,118.9193112769,,100,0.0
5d43cd2c51eceec5c3084c7b,南京,648.0,0,晋苏鑫游乐园,2,,32.1303200758,118.6608993031,,70,0.0
5d43cd2c51eceec5c3084c7c,南京,,0,灵谷寺,2,,32.0606616617,118.8744302114,LingguSi,0,0.0
5d43cd2b51eceec5c3084c6c,南京,69.0,2,晨光1865科技创意产业园,49,前身是金陵机器制造总局，这里的建筑游浓厚的“兵工厂”色彩。,32.0121192932,118.794337013,,80,0.0
5d43cd2b51eceec5c3084c63,南京,26.0,69,阅江楼,811,阅江楼喻阅江揽胜之意，有“江南第一楼”之称。,32.099745,118.753125,YuejiangTower,84,0.04
5d43cd2c51eceec5c3084c7d,南京,12.0,13,上海路,4,上海路位于南京市鼓楼区，上海路上美食如云，是品尝南京风味的好地方。,32.065163,118.781115,,90,0.0
5d43cd2c51eceec5c3084c7e,南京,532.0,0,天生桥景区,137,天然氧吧，与大自然的亲密接触，放松身心的好去处。,31.65111,118.995806,,0,0.0
5d43cd2c51eceec5c3084c7f,南京,852.0,0,敬一亭,0,嘉靖皇帝下诏令专建，并命名。,32.027782,118.794514,JingYiTing,70,0.0
5d43cd2c51eceec5c3084c80,南京,16.0,1,四方当代美术馆,23,是对当代艺术的建筑的致敬，为公众呈现了亚洲独一无二的艺术人文景观。,32.119994,118.651675,,80,0.0
5d43cd2c51eceec5c3084c81,南京,1083.0,0,愚园,40,是江南古典园林艺术中一份珍贵的历史文化遗产，其特色是以水石取胜。,32.0229072571,118.7803490655,,80,0.0
5d43cd2c51eceec5c3084c82,南京,173.0,0,法国驻中华民国大使馆旧址,1,,32.0741178845,118.7888112278,,0,0.0
5d43cd2c51eceec5c3084c83,南京,35.0,19,狮子桥美食街,505,在美食街上可以吃到地道的南京美食，鸭血粉丝、鸡汁汤包、盐水鸭、什锦豆腐涝等等。,32.072777,118.784633,,60,0.0
5d43cd2c51eceec5c3084c84,南京,86.0,18,明孝陵神道,17,明孝陵神道的主要路段是“石像路”与“翁仲路”，长约600米。这些石兽体现了皇家陵寝的礼仪要求，各有寓意。,32.054228,118.846159,ShintoofXiaolinginMingDynasty,88,0.0
5d43cd2c51eceec5c3084c85,南京,246.0,19,南京理工大学,165,北依紫金山，西临明城墙，素有“兵器技术人才摇篮”的美誉。,32.031429,118.863225,NanjingUniversityofScienceandTechnology,80,0.0
5d43cd2c51eceec5c3084c86,南京,21.0,133,中华门瓮城,802,是中国现存规模最大的城门，有“天下第一瓮城”之称。,32.01914,118.788268,,80,0.15
5d43cd2c51eceec5c3084c87,南京,72.0,3,紫峰大厦观光层,66,站在南京最高的地方，俯瞰南京美景，是非常好的城市观景点。,32.067063,118.789477,ZifengTower,90,0.0
5d43cd2c51eceec5c3084c88,南京,49.0,23,鼓楼,214,感古时报时文化，品味历史。中国古代官式砖构建筑的代表之一。,32.064864,118.788485,Drum-tower,78,0.1
5d43cd2c51eceec5c3084c89,南京,71.0,4,圣保罗教堂,63,,32.0359573364,118.7971129985,,90,0.0
5d43cd2c51eceec5c3084c8a,南京,57.0,12,桃叶渡,85,南京古代著名的乘船送别渡口。,32.0291862488,118.8005522224,,90,0.01
5d43cd2c51eceec5c3084c8b,南京,30.0,12,高淳老街,226,被誉为“金陵第二夫子庙”，欣赏保存完好的徽派建筑。,31.324514,118.87645,GaochunOldStreet,82,0.0
5d43cd2c51eceec5c3084c8c,南京,,0,江南贡院-科举程序展区,6,,32.0265,118.797,,0,0.0
5d43cd2c51eceec5c3084c8d,南京,2350.0,1,水街,22,,32.0225501092,118.8027773609,,100,0.0
5d43cd2c51eceec5c3084c8e,南京,346.0,0,白马梦幻水上乐园,11,,32.065071106,118.8211060715,,0,0.0
5d43cd2c51eceec5c3084c8f,南京,90.0,7,清凉山公园,128,历史文化名园，又有“七朝胜迹”之称，是漫步歇息的绝佳去处。,32.0567696818,118.7676038831,QingliangshanPark,94,0.0
5d43cd2c51eceec5c3084c90,南京,38.0,6,南京艺术学院,7,中国独立建制创办最早并延续至今办学实力最雄厚的高等艺术学府，中国六大艺术学院之一，也是江苏省唯一的综合性艺术院校。,32.069994,118.762373,NanjingUniversityoftheArts,96,0.0
5d43cd2c51eceec5c3084c91,南京,734.0,13,佛顶宫,18,供奉佛祖舍利，呈现世界佛禅文化。,31.917495,118.747709,,100,0.0
5d43cd2c51eceec5c3084c92,南京,37.0,26,江宁织造博物馆,303,在这里可以了解不一样的“红楼梦”，还能看看什么是真正的江南云锦。,32.049245,118.800766,JiangningImperialSilkManufacturingMuseum,84,0.01
5d43cd2c51eceec5c3084c93,南京,104.0,0,周园,3,周园位于南京市溧水区白马镇，是中国最大的私人收藏馆，由英籍华人周贺桐先生建设，占地面积100多亩，形之吉祥之“如意”，由周园、文化艺术展示中心及徽文化精品体验中心三部分组成。,31.634716,119.19814,,66,0.0
5d43cd2c51eceec5c3084c94,南京,273.0,6,东吴大帝孙权纪念馆,43,,32.0577278137,118.8492124056,,74,0.0
5d43cd2c51eceec5c3084c95,南京,233.0,6,煦园,46,四朝胜迹，金陵两大名园之一，也是江南园林的代表之一。,32.050403595,118.8037078922,,80,0.01
5d43cd2c51eceec5c3084c96,南京,,0,翊美空间,0,唤醒感知的艺术空间,32.044802,118.828359,,0,0.0
5d43cd2c51eceec5c3084c97,南京,,0,江苏大剧院,16,,32.0159865177,118.718268693,,100,0.0
5d43cd2c51eceec5c3084c98,南京,827.0,5,颐和路民国时期公馆风貌区,7,,32.0692046765,118.7766136136,,90,0.0
5d43cd2c51eceec5c3084c99,南京,,0,儿童乐园,0,,31.7823,118.871,,0,0.0
5d43cd2c51eceec5c3084c9a,南京,34.0,122,灵谷景区,509,环境清幽，观宏伟的明代无梁殿，登灵谷塔，在墓园缅怀革命烈士。,32.059661,118.873679,LingguScenicArea,84,0.1
5d43cd2c51eceec5c3084c9b,南京,,0,南京信息工程大学滨江学院,18,,32.2039680481,118.7163859872,,0,0.0
5d43cd2c51eceec5c3084c9c,南京,50.0,57,明城墙城门遗址,100,,32.0685005188,118.8031220435,,80,0.09
5d43cd2c51eceec5c3084c9d,南京,268.0,24,河海大学,46,《致青春》曾在这里取景，有很多高大的梧桐树和林荫小路，充满文艺气息。,32.0639190674,118.7705858876,HohaiUniversity,90,0.0
5d43cd2c51eceec5c3084c9e,南京,87.0,13,南京大学鼓楼校区,10,南京大学鼓楼校区是南大的老校区，建筑多为独特的民国风格。,32.061531,118.786078,,88,0.0
5d43cd2c51eceec5c3084c9f,南京,24.0,1,石塘竹海,43,回归自然必选之地，畅游南京“小九寨沟”。,31.719169,118.698988,,80,0.0
5d43cd2c51eceec5c3084ca0,南京,75.0,4,情侣园,97,集游览、观赏、休闲、娱乐、婚庆等功能于一身的综合性休闲园林。,32.076073,118.816925,,74,0.01
5d43cd2c51eceec5c3084ca1,南京,4.0,1,蒋介石温泉别墅,55,庭园雅致安静，别墅呈现民国时代风挌，领略其怡情雅趣。,32.059292,119.070101,ChiangKai-shekHotSpringVilla,100,0.0
5d43cd2c51eceec5c3084ca2,南京,150.0,10,太平天国历史博物馆,65,国家文化部批准成立的全国惟一的太平天国史专题博物馆。,32.0265769958,118.7916555325,,84,0.01
5d43cd2c51eceec5c3084ca3,南京,435.0,0,南京美术馆,37,,32.0408210754,118.8045398365,,0,0.0
5d43cd2c51eceec5c3084ca4,南京,45.0,49,莫愁湖公园,523,了解莫愁女的凄清故事，漫步河畔、园林建筑间，春赏海棠夏赏荷。,32.038618,118.768793,,82,0.11
5d43cd2c51eceec5c3084ca5,南京,637.0,0,馆藏交流区,0,该区是寓馆藏、交流、办公为一体的综合功能区域，其主要设施有学术报告厅、图书馆、特藏库等。,32.041158,118.751139,,0,0.0
5d43cd2c51eceec5c3084ca6,南京,62.0,16,东南大学四牌楼校区,20,东南大学四牌楼校区座落于南京市区，东枕钟山，西邻钟鼓楼，北临玄武湖，珍珠河纵贯其间，山湖相映，万木竞翠，环境优美。是六朝宫苑的遗址，也曾是明朝国子监所在地。,32.061518,118.800002,,90,0.0
5d43cd2c51eceec5c3084ca7,南京,4.0,0,汤山风景区,42,是集碑、泉、洞、湖、寺为一体，融人文景观与自然风光为一体的度假区。,32.076309,119.036689,,0,0.0
5d43cd2c51eceec5c3084ca8,南京,266.0,1,金陵女子大学旧址,17,,32.0601806641,118.7779149439,,0,0.0
5d43cd2c51eceec5c3084ca9,南京,382.0,0,雨发田园水上乐园,4,,32.0407905579,118.5430508269,,0,0.0
5d43cd2c51eceec5c3084caa,南京,,0,南京星空错觉艺术馆,0,,32.04608311,118.7932745873,,0,0.0
5d43cd2c51eceec5c3084cab,南京,152.0,56,中山陵音乐台,62,纪念孙中山先生仪式时的音乐表演及集会演讲。,32.0614649177,118.861552763,,78,0.05
5d43cd2c51eceec5c3084cac,南京,66.0,13,南京长江大桥公园,111,,32.115443,118.758692,,90,0.0
5d43cd2c51eceec5c3084cad,南京,,0,灰格画室,0,北欧色调的极简清新小画室,32.028591,118.752017,,0,0.0
5d43cd2c51eceec5c3084cae,南京,80.0,4,巴布洛生态谷,116,集旅游观光、休闲娱乐和绿色生态食品为一体的现代化智慧农业综合体。,32.491116,118.630302,Babulo,96,0.0
5d43cd2c51eceec5c3084caf,南京,41.0,0,珍珠泉水上世界,29,,32.1323814392,118.6539775173,,100,0.0
5d43cd2c51eceec5c3084cb0,南京,43.0,50,梅花山,515,南京梅花山有“天下第一梅山”之誉，居四大梅园之首。,32.05678,118.845683,PlumBlossomHill,90,0.03
5d43cd2c51eceec5c3084cb1,南京,293.0,1,江心洲民俗村,17,岛上绿树成荫，瓜果飘香，素有“金陵绿宝石”美誉。,32.0116577148,118.7038712305,,60,0.0
5d43cd2c51eceec5c3084cb2,南京,17.0,5,南京市民俗博物馆,133,领略传统民居建筑的优雅精致，阅读千年家族的兴衰历史。,32.032148,118.788275,NanjingMuseumofCivilCustoms,100,0.0
5d43cd2c51eceec5c3084cb3,南京,,0,康辉旅游,0,,31.9204224273,118.9061775774,,0,0.0
5d43cd2c51eceec5c3084cb4,南京,151.0,7,珍珠泉风景区,366,欣赏碧绿清澈的珍珠泉，爬长城挑战自我，观看动物园的精彩表演。,32.134555,118.668656,PearlSpringScenicArea,86,0.0
5d43cd2c51eceec5c3084cb5,南京,81.0,19,梅园新村纪念馆,232,品味复古风情建筑，赏法国梧桐，参观各式纪念馆。,32.048913,118.808153,MeiyuanNewVillageMemorial,84,0.02
5d43cd2c51eceec5c3084cb6,南京,690.0,1,南京保利大剧院,48,是南京国际青年文化中心的核心组成部分，是南京最具现代感的建筑。,31.997675,118.714052,,100,0.0
5d43cd2c51eceec5c3084cb7,南京,,0,上海欢乐谷,0,,32.0703,118.746,,0,0.0
5d43cd2c51eceec5c3084cb8,南京,,0,儿童蹦极,0,,32.0766,118.817,,0,0.0
5d43cd2c51eceec5c3084cb9,南京,53.0,52,玄武门城墙,55,围绕玄武湖公园，登上城墙可俯瞰玄武湖全貌。,32.0690349447,118.8028334139,,86,0.01
5d43cd2c51eceec5c3084cba,南京,368.0,8,南京林业大学,87,,32.0870552063,118.8191468123,,100,0.0
5d43cd2c51eceec5c3084cbb,南京,5.0,261,夫子庙秦淮风光带,441,秦淮风光带上，点缀着数不尽的名胜佳景，汇集着说不完的轶闻掌故。,32.026373,118.795702,,88,0.41
5d43cd2c51eceec5c3084cbc,南京,29.0,0,三国村,11,,31.9146046959,119.107641228,,100,0.0
5d43cd2c51eceec5c3084cbd,南京,,0,小龙人水上乐园(溧水店),0,,31.6485804786,119.0280048076,,0,0.0
5d43cd2c51eceec5c3084cbe,南京,1206.0,1,中国药科大学,28,,32.0783538818,118.7852027342,,0,0.0
5d43cd2c51eceec5c3084cbf,南京,13.0,260,鸡鸣寺,1207,南京最古老的佛寺之一，春季赏樱，夏季登佛塔眺望玄武湖的荷花。,32.067215,118.801831,JimingTemple,88,0.25
5d43cd2c51eceec5c3084cc0,南京,101.0,2,明城垣史博物馆,80,,32.0689849854,118.8029397147,,0,0.0
5d43cd2c51eceec5c3084cc1,南京,,0,逸空间画廊,0,生活区域的高品质艺术空间,32.049564,118.761134,,0,0.0
5d43cd2c51eceec5c3084cc2,南京,230.0,0,星空3D魔幻艺术展,1,,32.0914042427,118.9100865011,,0,0.0
5d43cd2c51eceec5c3084cc3,南京,19.0,170,南京大学,668,中国第一所现代大学，爬满绿藤的北大楼是一大标志。,32.061523,118.786078,NanjingUniversity,86,0.18
5d43cd2c51eceec5c3084cc4,南京,92.0,10,中山植物园,227,中国第一座国立植物园，明城墙环绕，11月底可在红枫岗赏枫。,32.061535,118.840034,,74,0.01
5d43cd2c51eceec5c3084cc5,南京,245.0,8,拉贝故居,105,充满民国建筑风格的独立小楼，共有6个展区。,32.056808,118.789765,John-RabeHouse,80,0.0
5d43cd2c51eceec5c3084cc6,南京,3.0,1,漆桥古村落,29,,31.381578,118.999088,,80,0.0
5d43cd2c51eceec5c3084cc7,南京,10.0,210,老门东历史街区,750,体现南京老城南民居街巷、市井传统风貌的历史街区。,32.017998,118.794031,,90,0.07
5d43cd2c51eceec5c3084cc8,南京,809.0,1,大塘金薰衣草庄园,28,,31.856134,118.72803,,70,0.0
5d43cd2c51eceec5c3084cc9,南京,,0,江南贡院-历史陈列馆,27,,32.028,118.797,,70,0.0
5d43cd2c51eceec5c3084cca,南京,18.0,162,瞻园,990,南京现存最古老的园林，赏镇宅之宝虎字石碑，看太平天国文物。,32.027215,118.791411,ZhanGarden,86,0.21
5d43cd2c51eceec5c3084ccb,南京,40.0,1,南京欢乐水魔方,157,超大型的水上乐园，既能玩各种花样的惊险滑道，也能亲子戏水、放松休闲。,32.057831,119.032362,,100,0.0
5d43cd2c51eceec5c3084ccc,南京,7.0,4,高淳国际慢城,90,被国际慢城联盟组织授予“国际慢城”称号，是中国首个国际慢城。,31.388408,119.082451,,98,0.0
5d43cd2c51eceec5c3084ccd,南京,20.0,143,美龄宫,628,覆盖琉璃瓦的精美建筑，富丽堂皇，有“远东第一别墅”的美誉。,32.051701,118.85277,MeilingPalace,90,0.04
5d43cd2c51eceec5c3084cce,南京,31.0,132,钟山风景名胜区,601,汇聚中山陵等南京必游景点，山道旁树木遮天，漫步其中感受别样的南京。,32.071503,118.857396,ZhongshanMountainMationalPark,88,0.07
5d43cd2c51eceec5c3084ccf,南京,8.0,358,明孝陵,2999,秋季金色银杏夹道，冬季到梅花山赏花，樱花盛开时也蔚为壮观。,32.055451,118.84236,MingXiaolingMausoleum,88,0.39
5d43cd2c51eceec5c3084cd0,南京,17.0,127,雨花台,982,十万革命烈士殉难处，在此缅怀先烈，参观雨花石博物馆。,32.004242,118.789702,YuhuataiScenicArea,82,0.18
5d43cd2c51eceec5c3084cd1,南京,,0,沙滩乐园,0,,32.2277,118.753,,0,0.0
5d43cd2c51eceec5c3084cd2,南京,22.0,12,南京眼步行桥,40,长江首座观光步行桥，也是南京的新地标。,32.001836,118.709054,NanjingEyePedestrianBridge,94,0.0
5d43cd2c51eceec5c3084cd3,南京,236.0,2,雨花石博物馆,41,,32.003238678,118.790407808,,80,0.0
5d43cd2c51eceec5c3084cd4,南京,158.0,26,南京图书馆,314,亚洲第四大图书馆，不单藏书量巨大，环境也十分幽静。,32.048309,118.802061,NanjingLibrary,90,0.01
5d43cd2c51eceec5c3084cd5,南京,627.0,15,玄武门,123,明朝首都南京城皇宫的北宫门，现为玄武湖公园大门。,32.076846,118.794074,,60,0.0
5d43cd2c51eceec5c3084cd6,南京,,0,糖乐乐主题游乐园（东城汇店）,0,,32.1037,118.917,,0,0.0
5d43cd2c51eceec5c3084cd7,南京,47.0,33,牛首山文化旅游区,716,佛教牛头禅发祥地，在朝拜礼佛的千年道场，感受佛教的历史文化。,31.905939,118.748509,NiushouMountainCulturalTourismZone,96,0.0
5d43cd2c51eceec5c3084cd8,南京,467.0,0,无想寺,9,,31.601726532,119.0372557901,,0,0.0
5d43cd2c51eceec5c3084cd9,南京,118.0,0,老门东3D灯光秀,0,老门东3D建筑立体投影秀作为历史街区的一大创新常设展项，将成为老门东景区亮点之一。,32.018016,118.79404,,0,0.0
5d43cd2c51eceec5c3084cda,南京,29.0,71,朝天宫,381,看红墙黄瓦的清代文庙建筑，赏镇馆之宝青花梅瓶。,32.04053,118.781816,ChaoTienGong,86,0.06
5d43cd2c51eceec5c3084cdb,南京,689.0,2,南京总统府门楼,5,南京总统府门楼是拥有83年历史的民国标志性建筑，原址是清两江总督署头门，太平天国时建天朝宫殿“真神荣光门”，又称“皇天门”或“凤门”。1864年清兵攻破天京后将此门拆毁，重建两江总督署大门。国民政府成立后，于1929年新建了这座钢筋混凝土结…,32.049113,118.803925,,74,0.0
